nupdates,policy_loss,d_targ,value_loss,eplenmean,serial_timesteps,eprewmean,policy_entropy,clipfrac,explained_variance,fps,time_elapsed,approxkl,lr,total_timesteps
605,-0.00400898,0.003,0.127626,904.63,309760,2636.52084203,-0.961992,0.0475769,0.18345999717712402,5255,1896.5978400707245,0.00410831,0.00015,9912320
606,-0.00414919,0.003,0.152008,911.5,310272,2660.2760069,-0.961994,0.0523834,0.26265573501586914,5264,1899.710348367691,0.00434756,0.00015,9928704
607,-0.0041047,0.003,0.153423,883.97,310784,2582.18417771,-0.960414,0.0446167,0.5395452082157135,5257,1902.827166557312,0.00403092,0.00015,9945088
608,-0.00372075,0.003,0.138959,875.79,311296,2532.48133725,-0.960641,0.0418243,0.7243278324604034,5345,1905.8927946090698,0.00388774,0.00015,9961472
609,-0.00377811,0.003,0.140191,855.0,311808,2423.38811414,-0.965957,0.0397491,0.7237048149108887,5321,1908.9736614227295,0.00357655,0.00015,9977856
610,-0.0039987,0.003,0.118412,867.85,312320,2462.05101078,-0.970956,0.0456848,0.5764873623847961,5280,1912.0770571231842,0.00400794,0.00015,9994240
611,-0.00403671,0.003,0.16793,878.36,312832,2516.07957167,-0.978016,0.0460968,0.5228345096111298,5311,1915.1621861457825,0.00402142,0.00015,10010624
612,-0.00440739,0.003,0.113274,893.78,313344,2546.14910305,-0.982088,0.0500031,0.6617965996265411,5291,1918.2589721679688,0.00429952,0.00015,10027008
613,-0.00336959,0.003,0.15592,894.91,313856,2530.32969475,-0.984955,0.0406189,0.5115087032318115,5310,1921.3443675041199,0.00381367,0.00015,10043392
614,-0.00391598,0.003,0.123319,893.82,314368,2587.96768625,-0.986429,0.0565796,0.4648192524909973,5304,1924.433156967163,0.00463036,0.00015,10059776
615,-0.00215844,0.003,0.169743,904.83,314880,2647.30008481,-0.986814,0.00656128,0.6705808639526367,5294,1927.5283336639404,0.00128791,7.5e-05,10076160
616,-0.00351155,0.003,0.104167,922.21,315392,2675.58986261,-0.988097,0.0467224,0.8090969771146774,5280,1930.6312172412872,0.00406558,0.00015,10092544
617,-0.00325561,0.003,0.159285,909.06,315904,2605.96234594,-0.989101,0.0317993,0.680378258228302,5242,1933.757046699524,0.00310254,0.00015,10108928
618,-0.00393667,0.003,0.134109,902.59,316416,2584.9377728,-0.990714,0.04245,0.6264992952346802,5267,1936.8678755760193,0.00369312,0.00015,10125312
619,-0.00423771,0.003,0.176172,898.99,316928,2585.23314776,-0.994259,0.0379944,0.6431865394115448,5272,1939.9757633209229,0.00347674,0.00015,10141696
620,-0.00394422,0.003,0.0928166,901.45,317440,2557.3497879,-0.997501,0.0452881,0.8156692534685135,5305,1943.0644316673279,0.00384487,0.00015,10158080
621,-0.00379223,0.003,0.167544,914.58,317952,2551.98321409,-1.00397,0.0373383,0.6885645389556885,5299,1946.1563098430634,0.00349935,0.00015,10174464
622,-0.00384912,0.003,0.116035,912.03,318464,2573.10210385,-1.01216,0.0358124,0.6875291764736176,5163,1949.3299281597137,0.00343105,0.00015,10190848
623,-0.00405117,0.003,0.156598,921.4,318976,2622.69532272,-1.01819,0.0457001,0.6333107352256775,5272,1952.4377720355988,0.00386555,0.00015,10207232
624,-0.00347297,0.003,0.148949,919.35,319488,2634.55962533,-1.02112,0.0374146,0.4838331937789917,5230,1955.5705053806305,0.00350203,0.00015,10223616
625,-0.0039725,0.003,0.131923,937.94,320000,2696.21204948,-1.02375,0.0463715,0.7469100058078766,5320,1958.650494813919,0.0040014,0.00015,10240000
626,-0.00414089,0.003,0.141112,931.83,320512,2688.35972852,-1.0233,0.0475922,0.7218455374240875,5280,1961.75333070755,0.00410571,0.00015,10256384
627,-0.00396602,0.003,0.122724,939.35,321024,2728.333598,-1.02329,0.0453949,0.6619565486907959,5303,1964.8431499004364,0.00398679,0.00015,10272768
628,-0.00328831,0.003,0.155374,943.77,321536,2720.83249488,-1.02432,0.0385132,0.5587881505489349,5060,1968.0809161663055,0.00364183,0.00015,10289152
629,-0.00325299,0.003,0.133511,947.12,322048,2778.83147024,-1.02392,0.0237427,0.7412909865379333,4955,1971.3874254226685,0.00272527,0.00015,10305536
630,-0.00384598,0.003,0.154445,951.38,322560,2740.3317938,-1.02605,0.0410156,0.6825772821903229,5099,1974.600418329239,0.00374704,0.00015,10321920
631,-0.00336008,0.003,0.12185,953.75,323072,2757.37536628,-1.02921,0.0354309,0.44775331020355225,5153,1977.7802729606628,0.00336814,0.00015,10338304
632,-0.00380082,0.003,0.198221,913.08,323584,2665.07072717,-1.03254,0.0323639,0.4217107892036438,5146,1980.9642102718353,0.00309794,0.00015,10354688
633,-0.00379775,0.003,0.118847,911.55,324096,2681.47100375,-1.03759,0.0360565,0.7413313686847687,5234,1984.0947110652924,0.00329594,0.00015,10371072
634,-0.0043445,0.003,0.173558,880.63,324608,2557.59566678,-1.0418,0.0429535,0.3887351155281067,5320,1987.174307346344,0.00373736,0.00015,10387456
635,-0.00373129,0.003,0.120356,882.34,325120,2617.36945716,-1.04609,0.032074,0.6347239911556244,5328,1990.2493081092834,0.00305115,0.00015,10403840
636,-0.00343605,0.003,0.155545,872.88,325632,2611.03427935,-1.05037,0.0412445,0.6313934028148651,5252,1993.3686709403992,0.00371643,0.00015,10420224
637,-0.00353095,0.003,0.153927,879.54,326144,2633.24621294,-1.05219,0.0305939,0.5818862915039062,5283,1996.4697575569153,0.00300177,0.00015,10436608
638,-0.00347258,0.003,0.122401,906.0,326656,2702.28654389,-1.0547,0.0346069,0.06572258472442627,5319,1999.5502095222473,0.00336465,0.00015,10452992
639,-0.00405187,0.003,0.177677,897.12,327168,2710.03066284,-1.06027,0.0527344,0.5927080512046814,5250,2002.6712341308594,0.0044772,0.00015,10469376
640,-0.00397494,0.003,0.12105,911.94,327680,2749.9425442,-1.06443,0.0484467,0.6457531750202179,5306,2005.7590551376343,0.00412221,0.00015,10485760
641,-0.00403323,0.003,0.150217,922.14,328192,2775.44602055,-1.06633,0.0485229,0.3636857271194458,5210,2008.9040756225586,0.00425911,0.00015,10502144
642,-0.00384104,0.003,0.162002,921.29,328704,2805.66727315,-1.06639,0.0473785,0.5135456919670105,5059,2012.142834663391,0.00416002,0.00015,10518528
643,-0.00309423,0.003,0.13359,918.61,329216,2792.18961213,-1.06801,0.0335083,0.6209908127784729,5197,2015.295289516449,0.00340338,0.00015,10534912
644,-0.00335843,0.003,0.174009,914.84,329728,2791.60388074,-1.07077,0.0530396,0.06804686784744263,5122,2018.4937934875488,0.00445158,0.00015,10551296
645,-0.00350744,0.003,0.143253,920.59,330240,2827.42703336,-1.07415,0.0308685,0.3834628462791443,5014,2021.7614545822144,0.00316453,0.00015,10567680
646,-0.00471332,0.003,0.161852,923.32,330752,2871.93786541,-1.0785,0.0498352,0.73338982462883,4822,2025.1590051651,0.00422478,0.00015,10584064
647,-0.00365411,0.003,0.156923,907.83,331264,2795.96730419,-1.08213,0.0468597,0.7671114653348923,4929,2028.4827263355255,0.00407418,0.00015,10600448
648,-0.00392704,0.003,0.113063,918.66,331776,2764.6252651,-1.08533,0.0471039,0.722287654876709,5162,2031.656986951828,0.0041575,0.00015,10616832
649,-0.00396561,0.003,0.192137,914.59,332288,2756.32412184,-1.0874,0.0413361,0.179640531539917,5248,2034.7791695594788,0.00374535,0.00015,10633216
650,-0.0044033,0.003,0.129505,895.98,332800,2697.27635038,-1.08953,0.0520477,0.4701365828514099,5152,2037.959463596344,0.00444266,0.00015,10649600
651,-0.00409191,0.003,0.197322,887.43,333312,2665.4902941,-1.09338,0.0421753,0.4625357985496521,5194,2041.115587234497,0.00375752,0.00015,10665984
652,-0.0037682,0.003,0.103069,898.59,333824,2725.77145356,-1.09733,0.0306702,0.8315033912658691,5166,2044.2872185707092,0.00313916,0.00015,10682368
653,-0.00463013,0.003,0.194069,904.42,334336,2760.21283106,-1.10157,0.0554199,0.6087837219238281,5293,2047.3829860687256,0.00459319,0.00015,10698752
654,-0.00232722,0.003,0.102287,911.0,334848,2796.59620539,-1.10396,0.00727844,0.6710599064826965,5204,2050.531334400177,0.0014201,7.5e-05,10715136
655,-0.00325344,0.003,0.196539,932.75,335360,2836.80258655,-1.10584,0.0346222,0.5524452030658722,5320,2053.6112406253815,0.00352262,0.00015,10731520
656,-0.00381703,0.003,0.115641,919.09,335872,2798.70273975,-1.10666,0.059845,0.6307180821895599,5266,2056.7227845191956,0.00484106,0.00015,10747904
657,-0.00277451,0.003,0.147598,929.12,336384,2789.78391572,-1.10693,0.00569153,0.4283469319343567,5298,2059.815269470215,0.00130028,7.5e-05,10764288
658,-0.00331882,0.003,0.163652,909.25,336896,2763.14557709,-1.10945,0.066803,0.09961920976638794,5307,2062.902463912964,0.00523298,0.00015,10780672
659,-0.00245172,0.003,0.158751,901.36,337408,2762.2471685,-1.11262,0.00379944,0.5721001625061035,5233,2066.0336639881134,0.00101285,7.5e-05,10797056
660,-0.00317513,0.003,0.133582,911.26,337920,2777.13274177,-1.11436,0.0436707,0.7867481559514999,5307,2069.1209449768066,0.00397611,0.00015,10813440
661,-0.00418779,0.003,0.168277,910.94,338432,2748.91284774,-1.11395,0.0521851,0.4306596517562866,5309,2072.2068145275116,0.00449788,0.00015,10829824
662,-0.00392152,0.003,0.132072,910.93,338944,2777.55504502,-1.11361,0.0449524,0.5537778735160828,5294,2075.301787376404,0.00384038,0.00015,10846208
663,-0.00355375,0.003,0.171134,916.69,339456,2787.74366348,-1.11681,0.0346222,0.4931918978691101,5313,2078.385819673538,0.0032906,0.00015,10862592
664,-0.00420854,0.003,0.109544,935.25,339968,2845.118898,-1.1204,0.0431976,0.643820732831955,5232,2081.5176458358765,0.00386137,0.00015,10878976
665,-0.00360787,0.003,0.213142,936.77,340480,2846.07591653,-1.12352,0.0423126,0.5746260583400726,5264,2084.630351781845,0.00380903,0.00015,10895360
666,-0.0036053,0.003,0.0938298,931.77,340992,2871.86113325,-1.12857,0.0404358,0.7761045545339584,5250,2087.750897169113,0.00351772,0.00015,10911744
667,-0.00380777,0.003,0.21312,944.25,341504,2919.70402725,-1.13209,0.0327454,0.5399067997932434,5309,2090.836822271347,0.0031914,0.00015,10928128
668,-0.00421136,0.003,0.131866,901.76,342016,2770.13380708,-1.133,0.0505371,0.7925319224596024,5252,2093.956372976303,0.00419001,0.00015,10944512
669,-0.00429328,0.003,0.172744,882.37,342528,2674.21232831,-1.133,0.0571136,0.5085508823394775,5277,2097.061048269272,0.00457603,0.00015,10960896
670,-0.00276186,0.003,0.137931,871.87,343040,2668.36455662,-1.13392,0.0117493,0.3921143412590027,5277,2100.16583943367,0.00181067,7.5e-05,10977280
671,-0.00403039,0.003,0.169495,882.69,343552,2703.50747553,-1.13506,0.0419006,0.6383853256702423,5258,2103.281904697418,0.00378036,0.00015,10993664
672,-0.00407051,0.003,0.130184,868.94,344064,2630.30540745,-1.13472,0.0512238,0.6457951962947845,5329,2106.356584787369,0.00432457,0.00015,11010048
673,-0.00383979,0.003,0.168064,892.16,344576,2730.629802,-1.13593,0.0437775,0.13785797357559204,5228,2109.490676164627,0.00374629,0.00015,11026432
674,-0.00387898,0.003,0.164498,891.27,345088,2749.58593069,-1.1426,0.0293732,0.544719934463501,5262,2112.6045377254486,0.00288722,0.00015,11042816
675,-0.00427297,0.003,0.149836,897.23,345600,2770.15803168,-1.14689,0.0547943,0.5789523720741272,5307,2115.6917016506195,0.00450193,0.00015,11059200
676,-0.00324266,0.003,0.140212,891.21,346112,2727.94264154,-1.14935,0.016922,0.5500048100948334,5095,2118.907694578171,0.00205597,7.5e-05,11075584
677,-0.00279466,0.003,0.160599,894.33,346624,2762.50072721,-1.15231,0.010849,0.5007607936859131,4938,2122.2254979610443,0.00168983,7.5e-05,11091968
678,-0.00422616,0.003,0.133652,903.65,347136,2806.04555414,-1.15767,0.0661163,0.04876464605331421,4921,2125.5547182559967,0.00526594,0.00015,11108352
679,-0.00197847,0.003,0.186136,889.1,347648,2772.93284407,-1.1613,0.00563049,0.05986541509628296,4988,2128.8395273685455,0.00132183,7.5e-05,11124736
680,-0.00393885,0.003,0.142839,905.13,348160,2832.6001686,-1.16181,0.0611115,0.09951823949813843,5109,2132.0466001033783,0.00495403,0.00015,11141120
681,-0.00248221,0.003,0.205289,887.35,348672,2850.1731878,-1.1623,0.00634766,0.3598973751068115,5225,2135.1824934482574,0.00135067,7.5e-05,11157504
682,-0.00257502,0.003,0.101043,880.51,349184,2822.23696513,-1.16649,0.0383606,0.4807792901992798,5075,2138.4106533527374,0.00365613,0.00015,11173888
683,-0.00336278,0.003,0.230943,865.96,349696,2811.58878407,-1.17033,0.0370636,0.08078283071517944,5107,2141.618964910507,0.00346158,0.00015,11190272
684,-0.00398029,0.003,0.12329,866.76,350208,2812.78386789,-1.17207,0.0417633,0.6551883816719055,5251,2144.738946914673,0.00380214,0.00015,11206656
685,-0.00430167,0.003,0.220386,851.33,350720,2743.28736771,-1.17653,0.0409393,0.6254570782184601,5286,2147.8399789333344,0.00350896,0.00015,11223040
686,-0.00415773,0.003,0.117001,849.83,351232,2688.11219649,-1.17982,0.0487061,0.7805934995412827,5145,2151.0243396759033,0.00411386,0.00015,11239424
687,-0.0041598,0.003,0.174479,849.27,351744,2638.95457854,-1.18206,0.0566711,0.6966745853424072,5033,2154.279671907425,0.00457922,0.00015,11255808
688,-0.0024236,0.003,0.141192,850.92,352256,2617.92440419,-1.18407,0.00648499,0.48124217987060547,5017,2157.5455436706543,0.00128907,7.5e-05,11272192
689,-0.00323236,0.003,0.189345,843.71,352768,2585.52710992,-1.18528,0.0435028,0.4769657254219055,5137,2160.7348489761353,0.00396529,0.00015,11288576
690,-0.00307568,0.003,0.127879,855.54,353280,2627.93363659,-1.18715,0.0276794,0.6730719208717346,5215,2163.8763654232025,0.00297957,0.00015,11304960
691,-0.00355889,0.003,0.16939,883.96,353792,2712.22485005,-1.19017,0.0455933,0.641899049282074,5276,2166.981678009033,0.00396217,0.00015,11321344
692,-0.00375668,0.003,0.129388,891.81,354304,2726.73656398,-1.19414,0.0323486,0.5801366567611694,5242,2170.1075263023376,0.00316999,0.00015,11337728
693,-0.00411376,0.003,0.17694,886.16,354816,2764.53894476,-1.19662,0.0480652,0.48136550188064575,5278,2173.2119064331055,0.00410349,0.00015,11354112
694,-0.0034488,0.003,0.124697,897.62,355328,2803.69478524,-1.19677,0.0466919,0.7377238869667053,5283,2176.3134927749634,0.00410097,0.00015,11370496
695,-0.00406675,0.003,0.163564,898.58,355840,2752.49584711,-1.19736,0.0483093,0.5920268297195435,5221,2179.4514203071594,0.00414472,0.00015,11386880
696,-0.00354843,0.003,0.168207,870.35,356352,2674.75268835,-1.19897,0.0437317,0.44961243867874146,5112,2182.656563282013,0.00374995,0.00015,11403264
697,-0.00440123,0.003,0.152655,872.25,356864,2722.84458619,-1.19897,0.0562286,0.3830883502960205,5224,2185.793190717697,0.00462163,0.00015,11419648
698,-0.00289524,0.003,0.155542,872.77,357376,2749.96947342,-1.1992,0.0180359,0.04608345031738281,5293,2188.888920068741,0.00208229,7.5e-05,11436032
699,-0.00278086,0.003,0.173427,874.38,357888,2759.50711635,-1.19865,0.00726318,0.4052661061286926,5294,2191.983827829361,0.00134576,7.5e-05,11452416
700,-0.00357517,0.003,0.168976,860.45,358400,2761.14291636,-1.20155,0.0503845,0.6896406710147858,5260,2195.09881567955,0.00433921,0.00015,11468800
701,-0.00386256,0.003,0.155069,882.63,358912,2811.90964107,-1.20416,0.062088,0.7209437191486359,5247,2198.223913669586,0.00497239,0.00015,11485184
702,-0.00272725,0.003,0.13503,889.75,359424,2790.87559424,-1.20584,0.0109863,0.19523972272872925,5307,2201.311279296875,0.00179924,7.5e-05,11501568
703,-0.00325495,0.003,0.213923,848.14,359936,2659.55428678,-1.20707,0.0455475,0.5809815227985382,5215,2204.452785730362,0.00408471,0.00015,11517952
704,-0.00365575,0.003,0.127147,834.89,360448,2618.44649979,-1.2093,0.0488892,0.7605640143156052,5260,2207.5679619312286,0.00413558,0.00015,11534336
705,-0.0038231,0.003,0.159889,849.93,360960,2585.36067815,-1.21071,0.0301971,0.6425454318523407,5234,2210.6984391212463,0.00307827,0.00015,11550720
706,-0.00430382,0.003,0.12798,848.72,361472,2621.0675742,-1.21291,0.0566711,0.05249279737472534,5320,2213.778144836426,0.00468547,0.00015,11567104
707,-0.00233077,0.003,0.181605,860.89,361984,2695.9077826,-1.21645,0.00860596,0.07957857847213745,5352,2216.8395280838013,0.0015935,7.5e-05,11583488
708,-0.0035325,0.003,0.152193,869.46,362496,2718.97680641,-1.21859,0.0515442,0.4789484143257141,5208,2219.9872512817383,0.00435272,0.00015,11599872
709,-0.00346459,0.003,0.163024,890.54,363008,2788.15639247,-1.22003,0.0354462,0.39634400606155396,5296,2223.080874681473,0.00341531,0.00015,11616256
710,-0.00397796,0.003,0.149437,890.16,363520,2803.31542104,-1.2249,0.0413055,0.6637710332870483,5211,2226.225147485733,0.00367912,0.00015,11632640
711,-0.00430351,0.003,0.142687,902.63,364032,2890.64427987,-1.23247,0.0382538,0.5882047712802887,5248,2229.3470256328583,0.00364257,0.00015,11649024
712,-0.0040482,0.003,0.162148,905.82,364544,2873.83592045,-1.23739,0.0430908,0.30282509326934814,5316,2232.428971529007,0.0037973,0.00015,11665408
713,-0.00359154,0.003,0.181769,874.83,365056,2776.94388165,-1.24137,0.0497589,0.11643350124359131,5348,2235.494383573532,0.00425357,0.00015,11681792
714,-0.00385218,0.003,0.139175,878.75,365568,2808.96751766,-1.2454,0.0431061,0.5239337384700775,5351,2238.556392431259,0.00391883,0.00015,11698176
715,-0.00411491,0.003,0.179413,878.52,366080,2781.84518285,-1.2491,0.0567322,0.6013882160186768,5358,2241.6142094135284,0.00458668,0.00015,11714560
716,-0.00274628,0.003,0.154759,855.29,366592,2715.02730536,-1.24982,0.0108795,0.17992955446243286,5368,2244.6663496494293,0.00170179,7.5e-05,11730944
717,-0.00275561,0.003,0.179033,851.08,367104,2738.89024569,-1.25163,0.050354,0.06021970510482788,5329,2247.740965604782,0.00430355,0.00015,11747328
718,-0.00338511,0.003,0.14898,862.76,367616,2777.50799017,-1.25333,0.0314636,0.0862075686454773,5214,2250.8845620155334,0.00313687,0.00015,11763712
719,-0.00334327,0.003,0.158686,883.57,368128,2854.88378118,-1.25413,0.0345459,0.4449339509010315,5269,2253.9941415786743,0.00342959,0.00015,11780096
720,-0.00418959,0.003,0.163091,861.56,368640,2786.02512897,-1.2566,0.0558472,0.5282178819179535,5295,2257.0883955955505,0.00460526,0.00015,11796480
721,-0.0028408,0.003,0.163403,872.55,369152,2857.51158108,-1.2605,0.00646973,0.5211419463157654,5338,2260.1579897403717,0.00113142,7.5e-05,11812864
722,-0.00316116,0.003,0.146598,889.8,369664,2895.12559719,-1.26045,0.0476532,0.7484933733940125,5289,2263.2561078071594,0.00424526,0.00015,11829248
723,-0.00365353,0.003,0.164404,888.32,370176,2863.05775289,-1.26166,0.0370331,0.401370644569397,5292,2266.352024793625,0.00341934,0.00015,11845632
724,-0.00374833,0.003,0.138512,886.38,370688,2864.99533505,-1.26309,0.0325012,0.06954842805862427,5317,2269.433429002762,0.00332964,0.00015,11862016
725,-0.00359611,0.003,0.190506,911.11,371200,2934.28310581,-1.26382,0.0429688,0.129982590675354,5318,2272.514616250992,0.00387123,0.00015,11878400
726,-0.00442151,0.003,0.116278,895.01,371712,2886.92977961,-1.26265,0.0496521,0.3302417993545532,5316,2275.5968239307404,0.00413194,0.00015,11894784
727,-0.0033766,0.003,0.191219,892.48,372224,2859.0940198,-1.26283,0.0390472,0.3281952142715454,5303,2278.686318397522,0.00355722,0.00015,11911168
728,-0.00373263,0.003,0.140126,892.98,372736,2897.82244858,-1.26434,0.0487976,0.024484336376190186,5317,2281.7680566310883,0.00406406,0.00015,11927552
729,-0.00435241,0.003,0.181904,909.16,373248,2963.03314579,-1.26658,0.0401764,0.3101109266281128,5278,2284.872318506241,0.00365403,0.00015,11943936
730,-0.00502346,0.003,0.134439,906.27,373760,2927.21573815,-1.26925,0.065155,0.6647791266441345,5305,2287.9607825279236,0.00519501,0.00015,11960320
731,-0.00291064,0.003,0.174591,915.29,374272,2956.41355713,-1.27301,0.0157166,0.38175904750823975,5127,2291.1561918258667,0.00195969,7.5e-05,11976704
732,-0.00299381,0.003,0.131036,908.17,374784,2934.18138867,-1.27499,0.0621796,0.08656662702560425,4346,2294.9256196022034,0.00500804,0.00015,11993088
733,-0.00220406,0.003,0.193187,902.04,375296,2928.59324054,-1.27571,0.00701904,0.26593470573425293,3736,2299.310613155365,0.0013162,7.5e-05,12009472
734,-0.00306322,0.003,0.122115,910.3,375808,2954.82912627,-1.27468,0.0548706,0.6199080944061279,4116,2303.290718317032,0.00461427,0.00015,12025856
735,-0.00334188,0.003,0.185345,909.49,376320,2929.22238232,-1.27382,0.0259247,0.34030401706695557,4333,2307.071789264679,0.00270411,7.5e-05,12042240
736,-0.0032978,0.003,0.155236,900.39,376832,2907.69912984,-1.27482,0.01828,0.5534693002700806,4487,2310.7233216762543,0.00220862,7.5e-05,12058624
737,-0.00229758,0.003,0.145627,901.25,377344,2874.02885151,-1.27758,0.00723267,0.7262388169765472,4694,2314.213443994522,0.00143875,7.5e-05,12075008
738,-0.00424288,0.003,0.152971,906.54,377856,2892.68678567,-1.28004,0.0504456,0.38924288749694824,4885,2317.567544937134,0.00440275,0.00015,12091392
739,-0.00393631,0.003,0.158326,920.53,378368,2924.05930165,-1.28344,0.0461426,0.5973322093486786,5010,2320.838091135025,0.00395713,0.00015,12107776
740,-0.00390268,0.003,0.148808,909.41,378880,2906.76725114,-1.28716,0.0468903,0.17529767751693726,5105,2324.0473325252533,0.00415888,0.00015,12124160
741,-0.0038977,0.003,0.163435,920.88,379392,2945.14407819,-1.28941,0.0433197,0.6402764320373535,5221,2327.185714006424,0.00395605,0.00015,12140544
742,-0.00482011,0.003,0.148802,929.9,379904,2952.08904858,-1.29025,0.0576172,0.5681906044483185,5211,2330.3300907611847,0.00467259,0.00015,12156928
743,-0.0026468,0.003,0.19777,896.5,380416,2907.05588705,-1.29111,0.00984192,0.4179447293281555,5328,2333.4050385951996,0.00156892,7.5e-05,12173312
744,-0.00283276,0.003,0.143942,888.09,380928,2901.2327841,-1.29307,0.0380402,0.5807464420795441,5301,2336.495733499527,0.00360756,0.00015,12189696
745,-0.00366204,0.003,0.153268,896.78,381440,2925.54682312,-1.29655,0.0510406,0.1853051781654358,5346,2339.560658454895,0.00441532,0.00015,12206080
746,-0.00372372,0.003,0.18017,883.93,381952,2879.20821874,-1.29834,0.0317993,0.4838142991065979,5318,2342.6415004730225,0.0030058,0.00015,12222464
747,-0.00516965,0.003,0.167643,887.39,382464,2940.20859322,-1.30031,0.0712433,0.5622631311416626,5279,2345.7452306747437,0.00545798,0.00015,12238848
748,-0.00224152,0.003,0.159032,912.98,382976,2999.93695519,-1.30195,0.0100098,0.732769638299942,5308,2348.832269668579,0.00162497,7.5e-05,12255232
749,-0.00373046,0.003,0.179148,917.91,383488,2963.89499571,-1.30468,0.0405884,0.7658212929964066,5268,2351.942348241806,0.00370069,0.00015,12271616
750,-0.00416227,0.003,0.161326,873.81,384000,2796.79168986,-1.30947,0.0522614,0.8062411546707153,5278,2355.04661488533,0.00430427,0.00015,12288000
751,-0.00413882,0.003,0.128245,879.84,384512,2771.45749597,-1.31207,0.0626526,0.7302887439727783,5271,2358.1569595336914,0.00502146,0.00015,12304384
752,-0.0026911,0.003,0.161389,899.1,385024,2805.98581296,-1.31569,0.00958252,0.6602418422698975,5199,2361.3084654808044,0.00161848,7.5e-05,12320768
753,-0.00397462,0.003,0.140986,909.5,385536,2848.79671773,-1.31724,0.0780792,0.6459962725639343,5313,2364.3923399448395,0.00595171,0.00015,12337152
754,-0.00300507,0.003,0.187443,898.48,386048,2832.01864378,-1.3196,0.0129547,0.3809545040130615,5315,2367.4751722812653,0.00181408,7.5e-05,12353536
755,-0.00356754,0.003,0.168932,901.07,386560,2847.52986627,-1.32062,0.0581665,0.7176019847393036,5279,2370.578714132309,0.00482881,0.00015,12369920
756,-0.00271488,0.003,0.148957,934.44,387072,2995.81256685,-1.32175,0.0239258,0.7925447672605515,5229,2373.7119522094727,0.00250594,7.5e-05,12386304
757,-0.00236958,0.003,0.185291,890.72,387584,2828.60295407,-1.32385,0.00576782,0.7380839288234711,5282,2376.813622236252,0.0011967,7.5e-05,12402688
758,-0.00329238,0.003,0.105255,890.72,388096,2800.2303144,-1.3265,0.0532074,0.6925958096981049,5309,2379.9000718593597,0.00465201,0.00015,12419072
759,-0.00307375,0.003,0.206475,876.92,388608,2756.39709588,-1.32875,0.0108032,0.2446150779724121,5292,2382.996085166931,0.00156556,7.5e-05,12435456
760,-0.00333859,0.003,0.107646,890.71,389120,2784.82836267,-1.3288,0.0473328,0.70219287276268,5306,2386.0840888023376,0.00424048,0.00015,12451840
761,-0.00467458,0.003,0.174042,912.1,389632,2826.77459134,-1.32898,0.0619659,0.679787814617157,5312,2389.1683824062347,0.00490394,0.00015,12468224
762,-0.00264248,0.003,0.153603,910.27,390144,2870.99894604,-1.33129,0.00840759,0.6822075545787811,5282,2392.2705318927765,0.00135412,7.5e-05,12484608
763,-0.0035626,0.003,0.161807,923.71,390656,2917.15699385,-1.33239,0.0602264,0.7262243926525116,5232,2395.4022364616394,0.00489223,0.00015,12500992
764,-0.00320251,0.003,0.166124,904.5,391168,2869.45044326,-1.33373,0.0146027,0.7037178874015808,5127,2398.5980684757233,0.00202612,7.5e-05,12517376
765,-0.00214013,0.003,0.152362,905.89,391680,2866.71994798,-1.33342,0.00805664,0.6202185750007629,4695,2402.0880827903748,0.00142786,7.5e-05,12533760
766,-0.00300205,0.003,0.172094,890.62,392192,2840.36189238,-1.3354,0.0374451,0.5075001120567322,4830,2405.4802980422974,0.00356556,0.00015,12550144
767,-0.00422365,0.003,0.161901,889.28,392704,2852.00333667,-1.33892,0.0611572,0.6431132256984711,4972,2408.775617837906,0.00497882,0.00015,12566528
768,-0.00304504,0.003,0.133743,894.34,393216,2870.18428265,-1.34062,0.0199127,0.6526025235652924,5124,2411.9731192588806,0.002175,7.5e-05,12582912
769,-0.00253287,0.003,0.20345,867.29,393728,2826.98035456,-1.34179,0.0106049,0.07412886619567871,5115,2415.1763339042664,0.00160897,7.5e-05,12599296
770,-0.00394445,0.003,0.147327,883.02,394240,2905.2435028,-1.34444,0.0670013,0.051809728145599365,4999,2418.4538490772247,0.00536093,0.00015,12615680
771,-0.00222256,0.003,0.214209,873.08,394752,2913.08154191,-1.34694,0.00350952,0.5523019433021545,5129,2421.648580312729,0.00094237,7.5e-05,12632064
772,-0.00439829,0.003,0.1492,857.3,395264,2821.34646889,-1.34885,0.0563812,0.8269410133361816,5209,2424.7941246032715,0.00470583,0.00015,12648448
773,-0.00300141,0.003,0.173978,834.26,395776,2703.72960262,-1.35223,0.012146,0.6920917332172394,5268,2427.9043622016907,0.00164497,7.5e-05,12664832
774,-0.00366292,0.003,0.123858,844.52,396288,2731.4248543,-1.35545,0.0656281,0.10146760940551758,5304,2430.993324995041,0.00533723,0.00015,12681216
775,-0.00285158,0.003,0.203292,842.24,396800,2711.44531179,-1.35741,0.0203247,0.0490570068359375,5354,2434.0534052848816,0.00233685,7.5e-05,12697600
776,-0.00247761,0.003,0.122476,850.42,397312,2737.55152745,-1.35844,0.00944519,0.054952025413513184,5274,2437.159921646118,0.00151174,7.5e-05,12713984
777,-0.00356793,0.003,0.228663,877.93,397824,2866.43035108,-1.35901,0.0605011,0.2112601399421692,5298,2440.2527310848236,0.00492492,0.00015,12730368
778,-0.00303217,0.003,0.126563,869.75,398336,2866.9396526,-1.35865,0.0210876,0.8222113996744156,5259,2443.36816072464,0.00232619,7.5e-05,12746752
